"GEOID","county","time_to_work","hh_income_med","hh_total","hh_low_income","population","old","hh_low_income_prop","old_prop","old_prop_high","income_q"
"05085","Lonoke County, Arkansas",30424,63766,28268,492,75225,11382,0.0174048393943682,0.151306081754736,1,1
"05119","Pulaski County, Arkansas",162957,56308,174628,14000,399145,67400,0.0801704194058227,0.168860940259805,1,4
"05125","Saline County, Arkansas",53798,67632,50237,2451,127357,23520,0.0487887413659255,0.184677716968836,1,2
"05131","Sebastian County, Arkansas",52215,51491,52078,2785,129059,21403,0.053477476093552,0.165838879892142,1,3
"05143","Washington County, Arkansas",110575,61194,98935,4927,256054,31922,0.0498003739829181,0.124669015129621,0,2
"05145","White County, Arkansas",31166,57015,29805,2424,77755,12827,0.0813286361348767,0.164966883158639,1,4
"06001","Alameda County, California",601657,122159,596614,28636,1628997,255508,0.0479975327431136,0.15684988984019,1,2
"06007","Butte County, California",80272,64426,82494,5025,207303,38470,0.0609135209833442,0.185573773654988,1,3
"06013","Contra Costa County, California",440324,120061,415194,17255,1156966,201136,0.0415588857257089,0.173847805380625,1,2
"06017","El Dorado County, California",67557,105982,74376,2293,192646,45669,0.0308298375820157,0.237061760950137,1,1
"06019","Fresno County, California",387201,69571,326981,22136,1015190,130982,0.0676981231325368,0.12902215348851,0,4
"06023","Humboldt County, California",55497,57883,56785,5323,135010,27129,0.0937395438936339,0.200940671061403,1,4
"06025","Imperial County, California",59644,57310,50877,4944,178713,24673,0.0971755410106728,0.138059346550055,0,4
"06029","Kern County, California",340730,66234,283510,15622,916108,108035,0.055102112800254,0.117928235535548,0,3
"06031","Kings County, California",56463,64368,43646,1890,152981,16076,0.04330293726802,0.105084945189272,0,2
"06033","Lake County, California",19009,51259,27058,2621,68191,17230,0.0968659915736566,0.252672640084469,1,4
"06037","Los Angeles County, California",3951243,82516,3415726,188035,9721138,1479463,0.0550497902934837,0.152190309406162,1,3
"06039","Madera County, California",56094,76920,45539,3160,160256,24011,0.0693910713893586,0.1498290235623,1,4
"06041","Marin County, California",82470,136214,103285,3185,256018,63076,0.0308370044052863,0.246373301877212,1,1
"06045","Mendocino County, California",32901,65520,34998,2278,89783,22070,0.0650894336819247,0.245814909281267,1,3
"06047","Merced County, California",107028,66164,87830,6015,290014,34130,0.0684845724695434,0.117683973877123,0,4
"06053","Monterey County, California",161279,92840,132411,4813,432858,66224,0.036348943818867,0.152992436318608,1,1
"06055","Napa County, California",56012,100318,51025,2039,134300,28962,0.0399608035276825,0.215651526433358,1,2
"06057","Nevada County, California",31330,78401,44000,2509,102293,29997,0.0570227272727273,0.293245872151565,1,3
"06059","Orange County, California",1298934,106209,1085225,46312,3151184,516802,0.0426750213089451,0.164002482876278,1,2
"06061","Placer County, California",153516,105445,160203,4650,417772,86151,0.0290256736765229,0.206215351914441,1,1
"06065","Riverside County, California",989471,86748,769475,33668,2473902,379191,0.0437545079437279,0.15327648387042,1,2
"06067","Sacramento County, California",600092,84211,572744,28154,1584169,243351,0.0491563421004847,0.153614292414509,1,2
"06069","San Benito County, California",28814,111544,20610,321,67579,9154,0.0155749636098981,0.135456280797289,0,1
"06071","San Bernardino County, California",868956,79091,674191,30719,2193656,273836,0.04556423921411,0.124830875944086,0,2
"06073","San Diego County, California",1350683,98928,1172343,50438,3276208,507031,0.043023244903582,0.154761541391755,1,2
"06075","San Francisco County, California",313867,136692,361912,16476,808437,147741,0.0455248789761047,0.182748934054231,1,2
"06077","San Joaquin County, California",308826,86056,241903,11926,793229,106943,0.0493007527810734,0.134819831347568,0,2
"06079","San Luis Obispo County, California",110589,90216,111713,4962,282013,62740,0.044417390992991,0.222472013701496,1,2
"06081","San Mateo County, California",280198,145388,262122,8600,729181,134604,0.0328091499378152,0.184596142795822,1,1
"06083","Santa Barbara County, California",178017,90894,150851,7565,443837,73831,0.0501488223478797,0.16634710490563,1,3
"06085","Santa Clara County, California",727414,150839,656477,22631,1870945,282144,0.0344734088170644,0.150802936483969,1,1
"06087","Santa Cruz County, California",101665,102146,96015,4860,264370,50597,0.0506170910795188,0.191387071150282,1,3
"06089","Shasta County, California",69389,68276,71213,4094,180930,39612,0.0574895033210228,0.218935499917095,1,3
"06095","Solano County, California",175721,92959,159294,8171,448747,79091,0.051295089582784,0.176248532023612,1,3
"06097","Sonoma County, California",205695,96830,194698,7915,482650,106062,0.0406527031607926,0.219749300735523,1,2
"06099","Stanislaus County, California",219599,75886,177101,9588,551275,76252,0.054138598878606,0.138319350596345,0,3
"06101","Sutter County, California",37073,65018,33732,1297,98503,16534,0.0384501363690264,0.167852755753632,1,2
"06103","Tehama County, California",19456,58884,24625,1239,65245,12669,0.0503147208121827,0.194175798911794,1,3
"06107","Tulare County, California",180754,64722,143129,6880,477544,56462,0.0480685255957912,0.118234131305178,0,2
"06111","Ventura County, California",347950,102569,278631,11886,832605,145815,0.0426585699365828,0.175131064550417,1,2
"06113","Yolo County, California",90134,83875,77323,5765,222115,29532,0.0745573762011303,0.132958152308489,0,4
"06115","Yuba County, California",33863,65052,29430,1273,84310,11291,0.0432551817872919,0.133922429130589,0,2
"08001","Adams County, Colorado",237787,91367,190647,7056,527575,59702,0.0370108105556342,0.113163057385206,0,1
"08005","Arapahoe County, Colorado",288495,93784,258450,9510,655808,95926,0.036796285548462,0.146271469698448,1,1
"08013","Boulder County, Colorado",122424,96079,137786,6073,327468,54464,0.0440755954886563,0.166318541048286,1,2
"08014","Broomfield County, Colorado",30334,115833,31244,1447,76121,11959,0.0463128920752785,0.157105135245202,1,2
"08031","Denver County, Colorado",308508,88213,334942,18386,713252,88638,0.0548930859671227,0.124273047955,0,3
"08035","Douglas County, Colorado",143304,140003,140100,2345,375988,52499,0.0167380442541042,0.139629456259242,0,1
"08041","El Paso County, Colorado",319282,82389,293070,12211,740567,103793,0.0416658136281434,0.140153422985361,1,2
"08059","Jefferson County, Colorado",243060,102731,241421,7180,576143,103782,0.0297405776630865,0.180132362972387,1,1
"08069","Larimer County, Colorado",156492,88403,154391,6626,366778,64394,0.0429170094111703,0.175566691568197,1,2
"08077","Mesa County, Colorado",65172,70711,66134,3206,158636,33531,0.0484773338978438,0.211370685090396,1,2
"08101","Pueblo County, Colorado",63788,58723,67840,4485,169544,32695,0.0661114386792453,0.192840796489407,1,3
"08123","Weld County, Colorado",152521,91565,123825,4346,350176,45625,0.0350979204522512,0.130291624782966,0,1
"09110","Capitol Planning Region, Connecticut",415623,84504,392357,21325,981447,175350,0.0543510119610457,0.178664767430131,1,3
"09120","Greater Bridgeport Planning Region, Connecticut",129846,81143,118390,9188,327286,54944,0.0776079060731481,0.167877636073648,1,4
"09130","Lower Connecticut River Valley Planning Region, Connecticut",78786,99438,74514,2192,176622,39136,0.0294172907104705,0.221580550554291,1,1
"09140","Naugatuck Valley Planning Region, Connecticut",196051,81925,180339,8671,454083,84573,0.048081668413377,0.186250090842423,1,2
"09150","Northeastern Connecticut Planning Region, Connecticut",42148,80701,39334,1949,96196,17952,0.0495500076269894,0.186618986236434,1,2
"09160","Northwest Hills Planning Region, Connecticut",51452,86555,47947,1559,113234,24527,0.0325150687217136,0.216604553402688,1,1
"09170","South Central Connecticut Planning Region, Connecticut",245784,85026,229921,13237,573244,105000,0.0575719486258323,0.183168075025644,1,3
"09180","Southeastern Connecticut Planning Region, Connecticut",121312,80113,115607,6347,280403,55989,0.0549015198041641,0.199673327318181,1,3
"09190","Western Connecticut Planning Region, Connecticut",256239,122234,235226,8278,623690,106241,0.0351916879936742,0.170342638169603,1,1
"10001","Kent County, Delaware",81539,72675,73497,2854,186946,34595,0.0388315169326639,0.185053437891156,1,2
"10003","New Castle County, Delaware",243895,86020,223989,10014,575494,98575,0.0447075526030296,0.171287624197646,1,2
"10005","Sussex County, Delaware",92283,81792,104848,3420,255956,79010,0.032618647947505,0.308685867883542,1,1
"11001","District of Columbia, District of Columbia",247684,101027,326970,22335,671803,87354,0.0683090191760712,0.130029190104837,0,4
"12001","Alachua County, Florida",111327,58354,116507,11363,284030,44501,0.0975306204777395,0.156677111572721,1,4
"12005","Bay County, Florida",80744,66245,79044,3596,185134,33729,0.0454936491068266,0.18218695647477,1,2
"12009","Brevard County, Florida",240512,75320,255723,11935,630693,155807,0.046671593873058,0.247040953363998,1,2
"12011","Broward County, Florida",841939,70978,753084,42649,1947026,352806,0.0566324606551195,0.181202510906377,1,3
"12015","Charlotte County, Florida",60156,64860,90457,4034,202661,82079,0.0445957747880208,0.405006389981299,1,2
"12017","Citrus County, Florida",46265,51532,71493,4327,162529,59756,0.0605234078860867,0.367663616954513,1,3
"12019","Clay County, Florida",92150,85594,85253,2979,226589,39080,0.0349430518574126,0.172470861339253,1,1
"12021","Collier County, Florida",139036,80815,166206,8468,397994,133673,0.0509488225455158,0.33586687236491,1,3
"12023","Columbia County, Florida",26758,53985,27963,1629,71908,14734,0.0582555519794014,0.204900706458252,1,3
"12031","Duval County, Florida",420277,70533,416112,22515,1016536,156867,0.0541080286076825,0.154315243139446,1,3
"12033","Escambia County, Florida",130610,61924,133784,7842,324878,59213,0.0586168749626263,0.182262264603944,1,3
"12035","Flagler County, Florida",39292,71211,54364,2065,126705,40155,0.0379846957545434,0.316917248727359,1,2
"12053","Hernando County, Florida",70227,61462,80211,5263,206896,54394,0.0656144419094638,0.262905034413425,1,3
"12055","Highlands County, Florida",34006,52799,47706,3971,105618,37820,0.0832390055758186,0.358082902535553,1,4
"12057","Hillsborough County, Florida",602900,74308,582824,32401,1513301,229170,0.055593112157358,0.151437156256422,1,3
"12061","Indian River County, Florida",56114,67407,72199,3492,167352,59345,0.0483663208631699,0.354611836129834,1,2
"12069","Lake County, Florida",142159,67559,167485,6794,410139,109948,0.0405648267008986,0.268074969705393,1,2
"12071","Lee County, Florida",298597,71072,339269,17398,822453,240924,0.0512808420456924,0.292933456379878,1,3
"12073","Leon County, Florida",136757,61297,120220,10335,297369,43829,0.0859673931126269,0.147389270569562,1,4
"12081","Manatee County, Florida",158020,72108,176772,9364,429125,123869,0.0529721901658634,0.288654820856394,1,3
"12083","Marion County, Florida",134606,54190,163513,11115,396415,115197,0.0679762465369726,0.29059697539195,1,4
"12085","Martin County, Florida",59258,80024,66871,2810,162006,52766,0.0420212050066546,0.325703986272113,1,2
"12086","Miami-Dade County, Florida",1135808,67263,983509,64084,2673837,459541,0.0651585293067984,0.171865749482859,1,3
"12087","Monroe County, Florida",36742,79420,34320,1381,81708,20473,0.0402389277389277,0.250562980369119,1,2
"12089","Nassau County, Florida",40450,90883,41347,1480,97899,23660,0.0357946162962246,0.24167764737127,1,1
"12091","Okaloosa County, Florida",99408,77830,86848,1506,216482,35662,0.0173406411201179,0.164734250422668,1,1
"12095","Orange County, Florida",609447,72324,545757,31517,1452726,191792,0.057749144765894,0.132022143198373,0,3
"12097","Osceola County, Florida",173808,63271,151618,7224,422545,56530,0.0476460578559274,0.13378456732419,0,2
"12099","Palm Beach County, Florida",600577,76592,607453,32846,1518477,382654,0.0540716730347862,0.251998548545681,1,3
"12101","Pasco County, Florida",210762,65999,240785,11114,608794,134356,0.0461573603006832,0.22069205675483,1,2
"12103","Pinellas County, Florida",357890,66472,425255,28604,961739,255971,0.0672631715088594,0.266154330852757,1,3
"12105","Polk County, Florida",303913,62051,291994,19163,787404,154485,0.0656280608505654,0.196195345718335,1,3
"12107","Putnam County, Florida",23174,46161,31087,2542,74731,18248,0.0817705150062727,0.244182467784454,1,4
"12109","St. Johns County, Florida",105546,103017,119515,3111,306841,65105,0.0260302054135464,0.212178294295743,1,1
"12111","St. Lucie County, Florida",129343,62705,134215,9344,358704,88455,0.0696196401296427,0.24659607921852,1,4
"12113","Santa Rosa County, Florida",83374,83672,73545,2544,198268,32269,0.0345910666938609,0.162754453567898,1,1
"12115","Sarasota County, Florida",153329,78341,215125,8926,462286,174328,0.0414921557234166,0.377099890543949,1,2
"12117","Seminole County, Florida",194163,80550,189482,10281,478772,79871,0.0542584519901627,0.166824709882783,1,3
"12119","Sumter County, Florida",29221,73391,71378,3320,144970,83852,0.0465129311552579,0.578409326067462,1,2
"12127","Volusia County, Florida",215225,64857,241871,11460,579192,147314,0.047380628516854,0.254343982651694,1,2
"12131","Walton County, Florida",31596,74629,36771,1464,83304,16788,0.0398139838459656,0.201526937481994,1,2
"13013","Barrow County, Georgia",40590,78216,30950,1462,89299,11728,0.0472374798061389,0.131334057492245,0,2
"13015","Bartow County, Georgia",51786,84590,40620,1664,112816,15946,0.0409650418513048,0.141345199262516,1,2
"13021","Bibb County, Georgia",56355,47625,62061,5362,156197,26649,0.0863988656322006,0.170611471411103,1,4
"13031","Bulloch County, Georgia",34423,47297,31804,3573,83059,10106,0.112344359200101,0.121672546021503,0,4
"13045","Carroll County, Georgia",52364,72595,44841,982,124592,17912,0.0218996008117571,0.143765249775266,1,1
"13047","Catoosa County, Georgia",29375,67081,27083,1623,68826,13140,0.0599268914078942,0.190916223520181,1,3
"13051","Chatham County, Georgia",126063,64157,121527,6831,301107,50794,0.0562097311708509,0.168690864045007,1,3
"13057","Cherokee County, Georgia",116556,99234,103550,3060,281278,46300,0.0295509415741188,0.164605834796891,1,1
"13059","Clarke County, Georgia",56153,47171,53504,5142,129875,15821,0.0961049641148325,0.121817131857555,0,4
"13063","Clayton County, Georgia",131473,58325,108274,6991,296564,32460,0.0645676709089902,0.109453608664572,0,3
"13067","Cobb County, Georgia",316873,97084,298239,9106,771952,107073,0.030532559457348,0.1387042199515,0,1
"13073","Columbia County, Georgia",67434,93307,55346,2783,162419,24720,0.0502836700032523,0.152198942241979,1,3
"13077","Coweta County, Georgia",63242,84747,56409,2019,152882,23265,0.0357921608254002,0.152176188171269,1,1
"13089","DeKalb County, Georgia",288932,77169,279861,15940,762820,106953,0.05695684643448,0.140207388374715,1,3
"13095","Dougherty County, Georgia",30250,41425,34210,3230,82966,14145,0.0944168371821105,0.170491526649471,1,4
"13097","Douglas County, Georgia",63229,80933,52654,2724,147316,18083,0.0517339613324724,0.122749735262972,0,3
"13103","Effingham County, Georgia",31458,89885,23911,524,69041,8423,0.0219145999749069,0.121999971031706,0,1
"13113","Fayette County, Georgia",45374,108643,44353,928,122030,24275,0.0209230491736748,0.198926493485209,1,1
"13115","Floyd County, Georgia",40160,56420,38087,2500,99443,17552,0.0656391944758054,0.176503122391722,1,3
"13117","Forsyth County, Georgia",90199,129410,88874,1673,267237,35520,0.0188244030875172,0.13291572648997,0,1
"13121","Fulton County, Georgia",398993,90346,464061,27812,1074634,137676,0.0599317762104551,0.128114316129957,0,3
"13127","Glynn County, Georgia",33476,63228,36147,2796,85079,20042,0.0773508174952278,0.23556929442048,1,4
"13135","Gwinnett County, Georgia",407119,83901,327019,12173,975353,111634,0.0372241368238543,0.114454971687174,0,1
"13139","Hall County, Georgia",87725,76888,74331,3914,212692,34066,0.0526563614104479,0.160165873657683,1,3
"13151","Henry County, Georgia",102934,81988,86344,2318,248364,30954,0.0268461039562679,0.124631589119196,0,1
"13153","Houston County, Georgia",70509,71068,62653,3123,169631,23966,0.049845977048186,0.141283138105653,1,2
"13157","Jackson County, Georgia",34650,83843,28145,706,83936,11959,0.0250843844377332,0.142477601982463,1,1
"13179","Liberty County, Georgia",30181,61546,24023,1729,68030,7111,0.0719726928360321,0.104527414376011,0,4
"13185","Lowndes County, Georgia",52619,52307,46126,4245,119739,15675,0.092030525083467,0.130909728659835,0,4
"13215","Muscogee County, Georgia",79411,53750,80694,7263,202616,29867,0.0900066919473567,0.147406917518853,1,4
"13217","Newton County, Georgia",48127,73579,41348,2500,117621,15677,0.0604624165618651,0.133284022410964,0,3
"13223","Paulding County, Georgia",73092,86847,60903,2369,178421,20764,0.0388979196427105,0.116376435509273,0,2
"13245","Richmond County, Georgia",84346,49915,75848,7128,206640,31676,0.0939774285412931,0.153290747193186,1,4
"13247","Rockdale County, Georgia",35783,73998,33522,1024,94984,15165,0.0305471033947855,0.159658468794744,1,1
"13255","Spalding County, Georgia",24544,54803,27205,2701,68919,13041,0.0992832199963242,0.189222130326905,1,4
"13285","Troup County, Georgia",27712,57988,27213,2381,70191,11244,0.0874949472678499,0.160191477539856,1,4
"13295","Walker County, Georgia",27318,52957,27195,1391,68915,13417,0.0511491082919654,0.194689109772909,1,3
"13297","Walton County, Georgia",41209,86240,36248,1178,103065,16995,0.0324983447362613,0.164895939455683,1,1
"13313","Whitfield County, Georgia",44446,61037,36757,865,103132,15597,0.0235329325026526,0.151233370825738,1,1
"15001","Hawaii County, Hawaii",77703,72568,74764,6197,206315,48076,0.0828874859558076,0.23302232023847,1,4
"15003","Honolulu County, Hawaii",451471,96580,338438,17316,995638,195314,0.0511644673470473,0.196169692197365,1,3
"15007","Kauai County, Hawaii",30760,87730,24237,673,73810,16668,0.0277674629698395,0.22582305920607,1,1
"15009","Maui County, Hawaii",72510,94760,57355,1812,164365,34590,0.0315927120564903,0.210446262890518,1,1
"16001","Ada County, Idaho",213840,87774,201322,5582,518907,84587,0.0277267263388999,0.163009942051273,1,1
"16005","Bannock County, Idaho",36922,61452,34410,1747,89517,13778,0.0507701249636733,0.153914898846029,1,3
"16019","Bonneville County, Idaho",50695,74154,43345,1346,129496,17441,0.031053177990541,0.134683696793723,0,1
"16027","Canyon County, Idaho",103977,70818,86271,3746,251065,36632,0.0434213119124619,0.145906438571685,1,2
"16055","Kootenai County, Idaho",70215,75328,71309,3428,183578,37344,0.0480724733203382,0.203423068123631,1,2
"16083","Twin Falls County, Idaho",40340,63560,35150,444,93696,15310,0.0126315789473684,0.163400785519126,1,1
"17019","Champaign County, Illinois",82436,60168,84713,9848,206542,29608,0.116251342769115,0.143350989145065,1,4
"17031","Cook County, Illinois",2067647,76632,2110498,142939,5109292,826128,0.0677276168942117,0.161691287168555,1,4
"17037","DeKalb County, Illinois",46363,68590,39136,3864,100232,15404,0.0987326246933769,0.153683454385825,1,4
"17043","DuPage County, Illinois",380962,102152,351021,13753,920901,162142,0.0391799920802459,0.176068871681104,1,2
"17089","Kane County, Illinois",229690,93343,184247,5942,514182,80405,0.0322501858917649,0.156374591098094,1,1
"17091","Kankakee County, Illinois",45210,71416,40585,3064,106074,18662,0.0754958728594308,0.175933782076663,1,4
"17093","Kendall County, Illinois",59645,101447,45163,1318,137254,16124,0.0291831809224365,0.117475629125563,0,1
"17097","Lake County, Illinois",299375,101442,260861,8506,709150,114065,0.0326074039430961,0.160847493478108,1,1
"17099","LaSalle County, Illinois",46929,63626,45208,2454,108078,21702,0.0542824278888692,0.200799422639205,1,3
"17111","McHenry County, Illinois",137640,98907,118287,2952,311747,51962,0.0249562504755383,0.166680032205603,1,1
"17113","McLean County, Illinois",69391,70674,68879,3595,171141,24872,0.052192976088503,0.145330458510819,1,3
"17115","Macon County, Illinois",39946,60332,43718,3951,101483,21394,0.0903746740473032,0.210813633810589,1,4
"17119","Madison County, Illinois",109685,66996,110080,5978,263864,49268,0.0543059593023256,0.186717399872662,1,3
"17143","Peoria County, Illinois",71930,65301,78636,5779,178383,33120,0.0734905132509283,0.185667916785792,1,4
"17161","Rock Island County, Illinois",61269,62086,62373,4407,141527,29308,0.070655572122553,0.207084160619528,1,4
"17163","St. Clair County, Illinois",98400,67395,101870,6339,252671,44573,0.0622263669382546,0.176407264783058,1,3
"17167","Sangamon County, Illinois",77825,73784,82193,4607,194534,38130,0.0560510019101383,0.196006867694079,1,3
"17179","Tazewell County, Illinois",54636,72930,54400,2121,129911,26143,0.0389889705882353,0.201237770473632,1,2
"17183","Vermilion County, Illinois",27739,51515,30967,1999,72337,14701,0.0645525882390932,0.203229329388833,1,3
"17197","Will County, Illinois",301149,96668,244188,7787,696757,102202,0.0318893639327076,0.146682415820724,1,1
"17199","Williamson County, Illinois",28509,67631,29168,1296,66695,13486,0.0444322545255074,0.202204063273109,1,2
"17201","Winnebago County, Illinois",112192,62011,115061,6713,282188,53255,0.0583429659050417,0.188721703261655,1,3
"18003","Allen County, Indiana",173694,65732,155681,7401,391449,61588,0.0475395199157251,0.157333394644002,1,2
"18005","Bartholomew County, Indiana",34570,65739,34436,3468,83540,14264,0.100708560808456,0.170744553507302,1,4
"18011","Boone County, Indiana",31327,102005,28756,652,74164,11775,0.0226735290026429,0.158769753519228,1,1
"18019","Clark County, Indiana",56319,68350,51663,1558,124237,20989,0.0301569788823723,0.168943229472701,1,1
"18035","Delaware County, Indiana",48896,54087,47478,3774,112031,19751,0.0794894477442184,0.176299417125617,1,4
"18039","Elkhart County, Indiana",91427,61922,74362,5438,206890,33197,0.0731287485543692,0.160457247812847,1,4
"18043","Floyd County, Indiana",33816,73899,33343,1131,80714,14012,0.0339201631526857,0.17360061451545,1,1
"18053","Grant County, Indiana",25643,50366,26560,1212,66022,12652,0.0456325301204819,0.191633091999636,1,2
"18057","Hamilton County, Indiana",157226,114807,135783,3008,364921,50524,0.0221529941156109,0.138451884106423,0,1
"18059","Hancock County, Indiana",36394,86504,32810,953,83070,14706,0.0290460225540994,0.17703141928494,1,1
"18063","Hendricks County, Indiana",78110,93193,66564,2059,182534,27269,0.0309326362598402,0.149391346269736,1,1
"18067","Howard County, Indiana",32827,55297,35752,2943,83574,17414,0.0823170731707317,0.208366238303779,1,4
"18081","Johnson County, Indiana",72447,81670,63117,1484,165782,26742,0.0235118906158404,0.161308224053275,1,1
"18085","Kosciusko County, Indiana",35963,68778,31651,935,80826,14863,0.0295409307762788,0.183888847648034,1,1
"18089","Lake County, Indiana",205246,66085,194191,13809,499689,89188,0.0711104016149049,0.178487018925772,1,4
"18091","LaPorte County, Indiana",45346,66659,43213,1993,111675,21632,0.046120380441071,0.193704947391986,1,2
"18095","Madison County, Indiana",52833,58937,53332,2747,131744,25107,0.0515075376884422,0.190574143794025,1,3
"18097","Marion County, Indiana",422394,62565,404259,29878,969466,130933,0.0739080638897341,0.135056825097528,0,4
"18105","Monroe County, Indiana",62666,65043,60117,6867,139745,20384,0.114227256849144,0.145865683924291,1,4
"18109","Morgan County, Indiana",30726,75344,28534,1273,72236,13285,0.0446134436111306,0.183911069272939,1,2
"18127","Porter County, Indiana",76110,83395,70116,2962,174791,31627,0.0422442809059273,0.180941810505118,1,2
"18141","St. Joseph County, Indiana",118129,60627,105616,5194,272234,46173,0.0491781548250265,0.16960776390899,1,2
"18157","Tippecanoe County, Indiana",78857,54168,76043,7538,188717,23693,0.0991281248767145,0.125547777889644,0,4
"18163","Vanderburgh County, Indiana",83031,57028,77854,5054,179744,33376,0.0649163819456932,0.185686309417839,1,3
"18167","Vigo County, Indiana",42715,51125,42883,4232,106006,18474,0.0986871254343213,0.174273154349754,1,4
"18173","Warrick County, Indiana",29457,79901,24881,616,65185,12509,0.0247578473534022,0.191899976988571,1,1
"18177","Wayne County, Indiana",25742,49024,27536,2004,66273,12845,0.0727774549680418,0.193819504172136,1,4
"19013","Black Hawk County, Iowa",60026,60529,54689,2563,130274,23467,0.0468650002742782,0.180135713956737,1,2
"19049","Dallas County, Iowa",47573,105132,42260,1310,108016,13589,0.0309985802177,0.125805436231669,0,1
"19061","Dubuque County, Iowa",44181,73671,40644,1413,98677,19247,0.0347652790079717,0.195050518357875,1,1
"19103","Johnson County, Iowa",72995,74140,63337,3907,156420,21100,0.0616859023951245,0.134893236159059,0,3
"19113","Linn County, Iowa",101540,72527,94976,3637,229033,40313,0.0382938847708895,0.176013936856261,1,2
"19153","Polk County, Iowa",225663,77038,207290,7562,501089,71264,0.0364802933088909,0.142218248654431,1,1
"19155","Pottawattamie County, Iowa",42086,68681,38132,1182,93173,17827,0.0309975873282283,0.191332252905885,1,1
